Record_ID,Name,Age,Salary,Date_Joined,Department,Performance_Score,Status,Outlier_Flag,Validation_Flag,Comments
6557,Stacey Cole,53.0,,2017-12-30,Finance,,On Leave,Normal,Invalid,Struggles with deadlines
3990,Scott Burns,,,2023-11-06,HR,3.68,Inactive,,Valid,Great performer
2482,Melissa Pratt,,41318.02,2020-05-24,HR,3.58,Inactive,,Invalid,Exceeds expectations
8108,Justin Wallace,,,2024-09-19,Sales,3.19,On Leave,,,Struggles with deadlines
8861,Donald Evans,49.0,82034.31,2017-09-26,Marketing,,On Leave,Normal,,Struggles with deadlines
2707,Lauren Kennedy,,,2017-03-17,HR,,Active,,Valid,Struggles with deadlines
327,Kayla Crawford,34.0,,2021-08-07,Marketing,,Active,Normal,Valid,Needs improvement in time management
2500,Daniel Lane,,,2020-02-21,Sales,4.58,Inactive,,Valid,Struggles with deadlines
1005,Joe Gonzalez,,,2022-02-26,IT,4.72,On Leave,,Invalid,Great performer
7699,Ryan Wagner,66.0,96283.47,2017-02-24,HR,1.11,Active,Outlier,Invalid,Needs improvement in time management
4982,Alexandra Bauer,48.0,87908.69,2018-07-27,Sales,,On Leave,Normal,Valid,Great performer
4012,Gina Benitez,46.0,,2019-05-11,HR,3.67,Inactive,Normal,Invalid,
6977,Craig Mitchell,,,2016-06-30,IT,4.34,Active,,,Struggles with deadlines
535,James Lawson,22.0,,2020-05-19,Marketing,,On Leave,Normal,Valid,Exceeds expectations
5844,Jennifer Fitzgerald,67.0,,2015-08-18,Finance,,On Leave,Outlier,Valid,Needs improvement in time management
3961,Jessica Smith,,124379.15,2021-07-18,Finance,,Inactive,,,
586,Joshua Clark,61.0,,2017-08-18,Marketing,,Inactive,Normal,Valid,Struggles with deadlines
8664,Lisa Wright,22.0,,2015-08-15,Marketing,,On Leave,Normal,Invalid,Struggles with deadlines
5160,Brandon Mitchell,25.0,,2023-04-29,HR,,On Leave,Normal,Valid,Exceeds expectations
4759,Alex Howell,,65596.52,18-11-2022 23:02:22,IT,4.65,On Leave,,,Needs improvement in time management
6177,Erika Pena,55.0,5000.0,2024-04-23,Finance,,Active,Normal,Valid,Struggles with deadlines
492,Peter Lee,24.0,,2015-10-01,Marketing,2.05,Active,Normal,Invalid,Exceeds expectations
6568,Susan Lee,43.0,,2024-01-14,IT,,On Leave,Normal,Invalid,Great performer
5299,Savannah Larson,22.0,111296.18,2020-02-20,IT,,Active,Normal,Invalid,Struggles with deadlines
7729,Richard Clark,,125680.25,2020-09-15,Marketing,2.19,Inactive,,Invalid,Great performer
8691,Christopher Robinson,,107190.68,2020-08-03,HR,3.1,Inactive,,,Exceeds expectations
8268,Ashley Williams,,5000.0,2021-12-03,Finance,4.95,Active,,Valid,Needs improvement in time management
3549,Cynthia Marshall,,114848.18,2021-05-11,HR,,On Leave,,Invalid,Struggles with deadlines
1917,Matthew Gross,,,2020-12-08,HR,2.34,Inactive,,Valid,
3186,Rebekah Nash,,148239.59,2018-02-04,HR,,On Leave,,Invalid,
8798,Richard Perez,48.0,117988.37,2016-11-20,Marketing,4.54,On Leave,Normal,,Exceeds expectations
8036,Louis Bailey,27.0,,2019-04-07,Finance,,On Leave,Normal,Valid,Exceeds expectations
5910,Danielle Griffin,44.0,,2015-10-28,Finance,1.16,On Leave,Normal,Valid,Needs improvement in time management
4699,John Mcdonald,,81083.78,2017-04-25,Marketing,3.57,Inactive,,Invalid,Great performer
1134,Ryan Hill,48.0,99503.5,2020-10-25,Marketing,,Active,Normal,,Great performer
5715,Jodi Peterson,66.0,121869.9,2016-07-16,HR,1.87,Active,Outlier,Valid,
2519,Jonathan Newman,30.0,,2018-08-25,Finance,3.43,Active,Normal,Valid,Great performer
1318,Joshua Vasquez,54.0,,2015-04-14,Finance,,On Leave,Normal,Invalid,Struggles with deadlines
122,Jacqueline Murphy,40.0,115778.71,2017-11-26,Finance,,Inactive,Normal,,Needs improvement in time management
7935,William Ryan,39.0,,2022-10-23,Finance,,On Leave,Normal,Valid,Exceeds expectations
2450,Jennifer Torres,38.0,,2015-11-28,HR,1.03,Inactive,Normal,,Struggles with deadlines
5382,Nicole Rose,,104580.27,2018-12-26,Sales,,On Leave,,Valid,Great performer
6181,Lauren Walsh,28.0,123172.05,2019-10-31,HR,3.91,On Leave,Normal,Invalid,Struggles with deadlines
2602,Brittany Kerr,,,2023-07-12,HR,2.02,Active,,Invalid,Exceeds expectations
7415,Ryan Miller,,136667.64,2017-06-27,Sales,,Active,,,
6040,George Watkins,59.0,,2018-03-29,Finance,,Inactive,Normal,,Exceeds expectations
2174,Katherine Rose,,,2017-01-30,Finance,4.23,Inactive,,Valid,
3284,William Turner,,127723.99,2018-02-18,Marketing,2.36,Inactive,,Invalid,Needs improvement in time management
3606,Jose Lynch,,,30-08-2023 23:48:24,HR,3.64,On Leave,,Valid,Great performer
9627,John Clayton,,58681.39,2017-05-19,Marketing,4.71,Active,,,Needs improvement in time management
9533,Dennis Leon,,110288.5,2019-05-13,HR,4.61,Active,,,Exceeds expectations
3769,Kyle Aguilar,60.0,,2022-04-03,Finance,4.14,Inactive,Normal,Valid,Great performer
6330,Krista Fox,,5000.0,02-01-2025 03:56:51,Finance,1.23,On Leave,,,Exceeds expectations
4039,Crystal Fisher,,,2021-11-18,HR,,Active,,,
3503,Laura Barnes,,,2017-07-06,Finance,,Active,,Valid,Struggles with deadlines
1408,Kristi Marshall,,,2019-10-20,Sales,,Active,,,Great performer
8392,Katherine Murphy,,,2021-06-28,IT,,On Leave,Normal,,Struggles with deadlines
9336,Adam Lucas,,88676.95,2022-10-17,HR,4.32,Active,,Invalid,Great performer
5412,Autumn Dyer,21.0,,2018-06-29,IT,1.82,Inactive,Normal,,
2580,Mrs. Tonya Smith,,,2018-04-03,Marketing,,On Leave,,,Exceeds expectations
4251,Denise Yang,41.0,,2023-04-25,Finance,1.27,Inactive,Normal,Valid,
3270,Jared Wang,,115682.49,2015-02-14,HR,4.09,On Leave,,Invalid,Exceeds expectations
1728,Theodore Richmond,66.0,,2022-04-18,Finance,2.49,Active,Outlier,,Needs improvement in time management
1868,Adam Davis,,131764.66,2016-04-08,IT,1.15,Active,,,Needs improvement in time management
3295,Anthony Lane,,107412.06,2019-11-10,Marketing,,On Leave,,Invalid,Exceeds expectations
5413,Ashley Simmons,31.0,,2016-10-01,Finance,3.91,Active,Normal,Valid,
2522,Greg Wood,80.0,,2018-04-22,Finance,,On Leave,Normal,Valid,Exceeds expectations
4919,Alexander Perez,,128769.89,2024-04-14,Sales,1.53,Active,,,
1821,Helen Hicks,62.0,63240.29,2018-08-20,HR,,Active,Normal,Invalid,Struggles with deadlines
9548,Robin Morales,67.0,141855.7,2017-01-05,Marketing,,Active,Outlier,Valid,Great performer
52,Julie Costa,,,2022-05-29,HR,4.55,Active,,,Great performer
3889,Tiffany Arnold,67.0,68666.18,2019-02-11,Sales,,Active,Outlier,Invalid,Great performer
8084,Maria Diaz MD,,,2016-11-28,Finance,,Inactive,,,Needs improvement in time management
3578,Ashley Terry,,102328.42,2022-05-15,Marketing,,Inactive,,Invalid,Great performer
9634,Bryan Lewis,29.0,65785.4,2020-11-18,Marketing,4.98,On Leave,Normal,Valid,Exceeds expectations
8460,Lisa Compton,,,2023-12-12,IT,,On Leave,,Invalid,Struggles with deadlines
1859,Ashley Alvarez,,132757.74,2024-03-02,IT,,Inactive,,Invalid,
5609,Carlos Mann,,81165.55,2018-10-21,HR,,On Leave,,,Struggles with deadlines
4394,Jennifer Murray,,5000.0,2020-04-15,Finance,,On Leave,,Invalid,Needs improvement in time management
1173,Norma Gonzalez DDS,,,11-08-2021 00:53:41,Finance,,On Leave,,,Needs improvement in time management
5460,Angela Sanders,50.0,,2019-11-27,Marketing,3.6,On Leave,Normal,Invalid,Struggles with deadlines
2342,Beth Gilbert,29.0,31755.57,2022-02-10,IT,3.99,Active,Normal,Valid,
9692,Todd Burton,,200000.0,2017-05-04,HR,3.62,Active,,Invalid,Exceeds expectations
426,Steven Martinez,,98711.7,2018-01-09,HR,,On Leave,,Invalid,
8080,Karen Jackson,,69404.11,26-02-2021 13:41:16,IT,2.94,Active,,Valid,Great performer
4829,James Johnson,80.0,,2023-04-24,HR,,On Leave,Normal,Valid,Exceeds expectations
229,Peggy Boyd,22.0,133185.16,2023-07-26,IT,2.18,Inactive,Normal,Valid,Exceeds expectations
9679,Michael Mcclure,41.0,85878.51,2023-08-19,IT,4.55,Active,Normal,Valid,Exceeds expectations
2742,David Edwards,42.0,,2019-09-23,Sales,3.02,Active,Normal,Invalid,Great performer
9573,James Clark,,44036.19,2022-06-13,Sales,,Inactive,,,
4562,Rebecca Carter MD,,,2016-04-15,Finance,,Inactive,,Valid,Great performer
2922,Alyssa Patterson,,85786.84,2020-11-02,Finance,3.83,Inactive,Normal,,Great performer
8858,Amy Peters,62.0,125504.6,2018-08-08,Sales,3.47,Active,Normal,,Struggles with deadlines
3654,Michelle Figueroa,15.0,,2022-12-07,Sales,,Inactive,Normal,Valid,Great performer
4534,Justin Hale,,53005.05,2015-06-24,Finance,4.36,Active,,Valid,Exceeds expectations
1129,Christopher Hernandez,,,2024-06-15,Marketing,2.03,Active,,,Struggles with deadlines
5630,Michael Smith,61.0,,2021-01-26,IT,,Inactive,Normal,Invalid,Exceeds expectations
7865,Julie Parker,,,2016-03-19,Marketing,,Inactive,,Invalid,Great performer
2209,Anne Johnston,,51567.81,2016-12-25,Sales,,Active,,,Needs improvement in time management
7131,Jaime Heath,15.0,,2016-09-12,IT,4.91,Inactive,,Valid,Needs improvement in time management
9643,Stephanie Perez,,36784.7,2023-03-04,Sales,,Inactive,,Valid,Needs improvement in time management
7602,Amanda Barrett,19.0,,2019-04-12,Finance,4.96,On Leave,Outlier,Invalid,Exceeds expectations
3154,Lauren Camacho,47.0,,2015-02-20,HR,2.53,Active,Normal,,Struggles with deadlines
5643,Linda Smith,,133130.08,2019-10-22,Marketing,,On Leave,,Invalid,Great performer
8256,Diana Diaz,,,2017-05-16,Finance,,Active,Normal,,Struggles with deadlines
9660,Olivia Mayo,,,2023-01-25,Finance,,On Leave,Normal,Valid,
4879,Donna Baker,,77455.88,2018-11-15,Marketing,4.5,Inactive,Normal,,Needs improvement in time management
2375,Kimberly Murphy,,,2015-12-19,Sales,2.09,On Leave,,,
1633,Kathleen Rivas,,,2019-10-15,Sales,3.16,Inactive,,,Struggles with deadlines
5360,Vanessa Hayden,26.0,99131.14,2020-09-05,Finance,,Inactive,Normal,,Struggles with deadlines
2299,Amanda Miller,,149293.34,2024-03-30,HR,,On Leave,,,Exceeds expectations
7169,Theresa Taylor,,,2024-03-29,Marketing,2.87,Inactive,,Valid,Great performer
4343,Andrew Adams,26.0,,2015-03-25,Sales,,Active,Normal,Valid,
7436,Aaron Johnson,51.0,111647.91,2015-06-25,IT,,Active,Normal,,Great performer
5454,Michele Shannon,,110006.19,2022-11-13,Marketing,3.4,On Leave,,Valid,Struggles with deadlines
4636,Bradley Thompson,39.0,111296.86,2022-07-10,IT,3.77,Active,Normal,,
5945,Terry Smith,80.0,,2015-11-04,Marketing,,Active,,,
6115,Chelsea Jackson,,,2016-11-17,IT,,Active,,Invalid,Exceeds expectations
7439,Nicholas Clayton,,149769.39,2022-08-26,Marketing,2.06,Active,,,Needs improvement in time management
9337,Carolyn Williams,,130281.68,2021-12-21,IT,,Inactive,,Valid,Great performer
4468,Brenda Baker,,,2023-12-01,Marketing,4.37,Inactive,,,
5925,Michelle Ramsey,,,2016-01-03,HR,,Active,Normal,Valid,Great performer
4688,Heather Oneill,,,2022-11-10,Sales,3.34,On Leave,,Invalid,
5984,Amber Stone,,66811.98,2023-11-19,IT,4.26,Inactive,,,
7659,Joshua Moses,,99114.79,2017-10-31,Sales,2.3,On Leave,,Invalid,Struggles with deadlines
9866,Jill Perez,68.0,80876.34,2017-11-24,HR,,Inactive,Outlier,,Exceeds expectations
2551,Robert Walker,,55690.77,2020-11-26,IT,3.84,On Leave,,,Struggles with deadlines
9524,Eric Bennett,61.0,119983.84,2020-06-08,IT,2.65,On Leave,Normal,,
939,Steven Holt,,,2020-09-26,Sales,,On Leave,,Invalid,Struggles with deadlines
5653,David Collins,44.0,,2018-11-22,Sales,4.3,Inactive,Normal,Invalid,Struggles with deadlines
9314,Sheila Mahoney,,200000.0,2020-10-28,Sales,3.57,On Leave,,Valid,Exceeds expectations
7472,Victoria Anderson,,,05-01-2024 13:40:15,Marketing,,Inactive,,,Needs improvement in time management
3987,Maria Watson,51.0,,2019-03-04,Finance,,Active,Normal,,
2645,Jeffrey Mccormick,48.0,,2016-01-12,Finance,,Active,Normal,Invalid,Struggles with deadlines
3166,Bruce Ellis,30.0,,2020-06-28,Marketing,2.94,On Leave,Normal,,Needs improvement in time management
3640,Cynthia Ward,,51634.12,2017-08-24,HR,,Inactive,,,Needs improvement in time management
2062,Alyssa Pearson,,,2020-09-20,Finance,,Inactive,,Invalid,Exceeds expectations
4760,Steven Green,40.0,136829.69,2021-11-02,Finance,4.0,On Leave,Normal,,Struggles with deadlines
2813,Kelly Armstrong,15.0,84774.77,2018-01-29,Marketing,,On Leave,,Invalid,Needs improvement in time management
9854,Alexander Elliott,,,2023-09-24,Sales,,On Leave,,,Struggles with deadlines
9071,Keith Martinez,,55738.6,2020-10-07,HR,,Inactive,,Invalid,
9451,Michael Lopez,,,2020-07-20,Marketing,,Inactive,Normal,Invalid,
2550,Jason Wilson,,,2021-07-26,Marketing,,Inactive,,,Needs improvement in time management
6726,Dana Downs,,78981.89,2022-02-28,Sales,,Active,,Invalid,
5355,Ricky Reyes,69.0,,2018-01-30,Finance,2.17,Inactive,Outlier,Invalid,
5345,Zachary Ramirez,,,2023-03-28,HR,,Active,,Valid,Struggles with deadlines
4175,Victor Bates,,,2015-07-16,IT,4.74,Active,,Invalid,Exceeds expectations
9192,Tina Thomas,26.0,,2017-11-19,IT,,Inactive,Normal,Valid,
1025,Samuel Brooks,,49002.3,2023-03-31,Finance,3.11,Inactive,,Valid,Great performer
8696,Jennifer Sanchez,,106569.62,2023-10-10,Sales,,Inactive,,Invalid,Exceeds expectations
9601,Heidi Wilson,44.0,,2016-06-08,IT,,On Leave,Normal,Valid,Needs improvement in time management
1952,Scott Alvarez,42.0,,2015-11-08,IT,3.59,On Leave,Normal,,Exceeds expectations
7752,Monica Mcclure,,,2017-12-29,Marketing,,Active,,Invalid,Great performer
352,Tracy Bennett,65.0,,2021-05-29,Finance,,On Leave,Normal,Invalid,Great performer
7074,Robert Guerra,,,2021-09-12,Sales,,On Leave,,,
3663,Brandi Flynn,,,2017-04-15,HR,1.77,Active,,Invalid,
6947,Karen Walton,30.0,,2024-11-06,IT,,Active,Normal,Invalid,Needs improvement in time management
7878,Laurie Smith,24.0,81772.16,2017-08-26,Marketing,2.32,On Leave,Normal,Invalid,
3151,Kevin Scott II,,,2020-02-14,Marketing,3.01,Active,,,Struggles with deadlines
5615,James Hull,41.0,,2023-05-25,Finance,4.08,Inactive,Normal,Invalid,Exceeds expectations
7703,Matthew Chapman,53.0,76546.15,2018-01-24,Sales,2.59,Inactive,Normal,Invalid,Exceeds expectations
6718,Victoria Smith,,,2021-10-18,Finance,,On Leave,,Invalid,Struggles with deadlines
2940,Monique Butler,59.0,,2016-04-25,HR,2.97,Active,Normal,Valid,Exceeds expectations
1341,Tony Jacobson,,,2017-08-16,Sales,,Inactive,,Valid,Struggles with deadlines
9843,Zachary Carrillo,42.0,,2016-04-15,Finance,2.2,On Leave,Normal,Valid,Great performer
8665,Steven Clark,,,2019-01-29,Finance,2.48,Active,,Invalid,Exceeds expectations
8776,Craig Parker,,148806.05,2022-04-15,Finance,,On Leave,,Invalid,Great performer
5115,Timothy Stewart,,,2015-11-05,Marketing,,On Leave,,Valid,Struggles with deadlines
8157,Laurie Anderson,,,2016-09-13,Marketing,1.91,On Leave,,,Great performer
4878,Luis Hull,,119189.99,2018-12-20,IT,,Inactive,,Valid,
1584,David Collins,,56042.09,2024-08-01,Finance,4.82,Active,,Valid,Struggles with deadlines
1413,Michelle French,,32607.52,2022-05-18,Finance,4.42,Inactive,,Valid,Great performer
7661,Brian Munoz,,200000.0,2023-05-18,Sales,,Active,,Valid,Great performer
9190,Melissa Miller,,,2018-12-05,HR,,On Leave,,Invalid,Needs improvement in time management
2257,Carla Ramirez,59.0,,2018-03-21,HR,3.32,Inactive,Normal,Invalid,Great performer
8646,Tanya Banks,67.0,56377.48,2022-09-01,Sales,,On Leave,Outlier,Valid,Struggles with deadlines
2213,Trevor Cameron,62.0,,15-12-2020 06:56:56,HR,,Active,Normal,,Struggles with deadlines
2623,Nathan Hull,46.0,,2019-12-13,Marketing,,Active,Normal,,Exceeds expectations
9341,Melissa Evans,55.0,,2015-08-28,IT,,On Leave,Normal,Valid,
3625,Casey Bailey,44.0,124276.52,2015-09-30,HR,,On Leave,Normal,,
4741,Betty Smith,51.0,134920.86,2021-05-09,HR,3.3,On Leave,Normal,Valid,
4268,Tony Robertson,48.0,,2016-10-05,IT,,Inactive,Normal,Valid,
9442,Luis Davis,43.0,,2021-03-29,Sales,3.73,On Leave,Normal,Valid,Struggles with deadlines
464,Hannah Wiggins,24.0,,2015-09-02,HR,4.4,Inactive,Normal,Invalid,Needs improvement in time management
1755,Dwayne Gutierrez,,,2022-08-09,Sales,,Inactive,,Invalid,Great performer
5088,Denise Knight,43.0,61732.76,2021-04-12,Marketing,,Inactive,Normal,Invalid,Great performer
6313,Louis Ray,,,2017-01-11,IT,,Active,,,Struggles with deadlines
4467,John Williams,,102674.24,2022-01-25,Marketing,,Active,,Invalid,
379,Randall Graham,55.0,,2017-07-15,Marketing,1.4,Inactive,Normal,Invalid,Needs improvement in time management
3107,Christina Garcia,68.0,,2022-05-20,Marketing,,Inactive,Outlier,,Great performer
1336,Tyler Williams,,,2019-07-24,Sales,,Inactive,,Valid,Exceeds expectations
6035,David Bush,,110547.09,2020-09-18,Marketing,,Inactive,,,Needs improvement in time management
2717,Steven Williams,,,2019-05-17,IT,2.31,On Leave,Normal,Invalid,Great performer
9929,Lori Gonzalez,19.0,142995.86,2019-01-05,IT,4.21,Inactive,Outlier,,Exceeds expectations
4834,Dr. James Friedman MD,,143441.73,2020-02-04,HR,,On Leave,,Invalid,Exceeds expectations
5426,Keith Brown,59.0,44007.12,2019-04-07,IT,,Active,Normal,,
5651,Andrew Stewart,,,2022-07-23,IT,4.53,On Leave,,,Struggles with deadlines
1812,Emily Evans,,,2022-08-12,IT,,On Leave,,,Exceeds expectations
1895,Anthony Powell,,,2023-11-28,Finance,,Inactive,,Invalid,
7366,Richard Foley,,33727.19,2020-07-13,Sales,3.71,Active,,,Needs improvement in time management
5636,Ryan Ramirez,,,2021-04-15,IT,,On Leave,,,Great performer
1190,William Krueger,80.0,136294.74,2015-05-01,Marketing,,Active,,Valid,Great performer
8673,Tiffany Combs,49.0,,2021-10-01,Finance,,Active,Normal,Invalid,Exceeds expectations
5465,Zachary Norman,,138899.23,2021-03-10,Sales,,Active,,Invalid,Struggles with deadlines
3455,Michael Smith,,,2023-02-28,Sales,1.81,Inactive,,,
5866,Marie Jones,,,2017-12-24,Sales,3.32,Inactive,,Valid,Struggles with deadlines
4430,David Skinner,,46340.56,2021-04-30,HR,,On Leave,,Invalid,
4439,Michael Reese,80.0,83343.53,2019-07-12,IT,,Inactive,Normal,Valid,Great performer
8727,Bryan Boyle,45.0,57524.46,2022-04-27,Marketing,,Active,Normal,Invalid,Struggles with deadlines
7513,Matthew Hayes,,56539.14,2017-09-26,HR,4.54,Active,,Valid,Great performer
3993,Brandon Jimenez,,,21-03-2021 10:36:40,HR,2.73,Inactive,Normal,,
7972,Jody Chen,,127153.58,2024-10-22,Marketing,,Inactive,Normal,Valid,Exceeds expectations
1031,Michael Young,54.0,,2022-04-30,Finance,1.49,Inactive,Normal,Invalid,Exceeds expectations
5145,Karen Carter,67.0,89165.11,2022-05-11,Finance,1.72,Active,Outlier,Invalid,Struggles with deadlines
7863,Dustin Hale,,,2015-03-04,Marketing,4.93,On Leave,,,Struggles with deadlines
3775,Ashley Hernandez,50.0,101577.0,2016-04-20,Marketing,,Active,Normal,Invalid,
8666,Jennifer Thomas,27.0,,2020-05-21,HR,2.41,Inactive,Normal,,
8115,Matthew Evans,69.0,132530.4,2015-01-31,HR,3.55,Active,Outlier,,Great performer
1756,Michelle Schmidt,25.0,102936.62,2016-09-21,IT,,On Leave,Normal,Valid,Exceeds expectations
9601,Heidi Wilson,44.0,,2016-06-08,IT,,On Leave,Normal,Valid,Needs improvement in time management
7244,Darlene Cameron,,200000.0,30-01-2020 07:08:47,HR,3.54,Inactive,,,Needs improvement in time management
4328,John Livingston,,,2015-02-26,HR,1.28,Inactive,,Valid,
111,Mr. David Murphy,26.0,69519.19,2023-10-21,IT,,Inactive,Normal,Valid,Great performer
6055,Chase Kent MD,26.0,5000.0,2020-12-17,Sales,,Inactive,Normal,,
9043,Megan Sullivan,20.0,63853.15,2022-09-28,IT,4.98,Inactive,Normal,Invalid,
2918,Thomas Caldwell,,132586.37,2023-01-01,HR,3.23,Active,,,Great performer
1516,Jessica Jackson,,,2018-11-05,Marketing,1.27,On Leave,,,Needs improvement in time management
9922,Gregory Thomas,32.0,,2020-06-29,Marketing,,Active,Normal,,Great performer
9681,Ebony Mckinney,,110016.61,11-02-2022 09:08:15,Marketing,1.28,Inactive,,,Needs improvement in time management
9519,Kenneth Perez,66.0,,2015-10-23,Marketing,,On Leave,Outlier,Invalid,Great performer
8834,Michelle King,,112222.13,2021-07-12,Sales,,Inactive,,,Great performer
2264,Edward Moore,,,2022-05-06,Marketing,,On Leave,,Invalid,Needs improvement in time management
4644,Anne Parker,,119389.69,2023-02-04,HR,,Active,,Invalid,
8918,Trevor Anderson,48.0,50026.15,2024-04-09,Finance,3.14,Inactive,Normal,,Great performer
7389,Austin Johnson,53.0,129341.76,2018-01-29,Finance,,On Leave,Normal,Valid,Great performer
894,Regina Spence,48.0,,2016-12-13,Sales,,Active,Normal,Invalid,
1491,Jessica Gonzalez,,,2022-11-09,Finance,4.02,Inactive,,,Exceeds expectations
1851,Michael Griffin,19.0,,2016-08-15,IT,1.91,On Leave,Outlier,Invalid,Exceeds expectations
325,Lori Brown,51.0,,2023-08-01,Marketing,1.26,Inactive,Normal,Valid,Great performer
1216,Dr. Marie Middleton,30.0,,2018-11-06,Marketing,2.93,Inactive,Normal,Valid,Needs improvement in time management
2934,Heather Gonzalez,53.0,,2024-05-14,Marketing,,Active,Normal,Invalid,Needs improvement in time management
9976,Hannah Benitez,69.0,116770.05,2021-03-22,IT,1.01,On Leave,Outlier,Valid,Needs improvement in time management
9646,Stacy Baker,67.0,41898.61,2020-10-08,HR,1.12,Active,Outlier,Invalid,
9078,Morgan Hart,,44753.28,2018-04-23,IT,4.34,On Leave,,Invalid,Needs improvement in time management
6837,Dennis Page,66.0,40716.42,2024-02-07,Finance,3.16,Inactive,Outlier,Valid,Exceeds expectations
9931,Brandon Steele,,,02-05-2023 04:01:54,Sales,1.17,Inactive,,Valid,Struggles with deadlines
1130,Amanda Johnson,,,2024-05-23,IT,1.64,On Leave,,Valid,Struggles with deadlines
5309,Kayla Johnson,,,2017-03-16,IT,,On Leave,,Valid,
2919,Stephanie Grant,,36108.22,2021-06-12,HR,4.57,On Leave,,Valid,Struggles with deadlines
3085,James Weaver,59.0,,2022-02-23,Marketing,1.89,On Leave,Normal,Invalid,Needs improvement in time management
4305,John Logan,,,2015-07-07,Marketing,,Inactive,,Valid,Exceeds expectations
2796,Rickey Wade,,83317.56,2015-03-30,Finance,4.04,Inactive,,Valid,Struggles with deadlines
4408,Alexandra Bell,64.0,,2024-07-25,IT,,Active,Normal,,Great performer
799,Brian Berg,30.0,101816.31,2016-06-27,IT,4.22,On Leave,Normal,Invalid,Needs improvement in time management
735,Michelle Castillo,,,2020-10-07,Sales,,Active,,Valid,Needs improvement in time management
7835,Yvonne Keith,61.0,,2020-12-08,HR,,On Leave,Normal,,
2245,Randall Knight,63.0,,11-05-2023 02:09:42,Marketing,2.29,Inactive,Normal,,Needs improvement in time management
179,Angela Patrick,,,2024-05-20,Finance,4.87,Inactive,,Valid,Needs improvement in time management
7226,Jesse Benitez,62.0,,2018-08-18,IT,1.24,Active,Normal,,Exceeds expectations
7760,Brandon Gill,,,2018-10-13,IT,,On Leave,,Valid,Needs improvement in time management
1175,Brad Ramirez,80.0,101828.25,2024-10-01,Marketing,2.52,On Leave,Normal,Valid,Exceeds expectations
6484,Thomas Collins,64.0,107613.49,2016-07-04,IT,,Inactive,Normal,Valid,Great performer
1832,Renee Martinez,,101048.73,2019-11-25,Sales,2.97,Active,,Invalid,Needs improvement in time management
9195,Christopher Parker,,85593.41,16-02-2021 01:41:15,Finance,,Active,,,Great performer
6380,Connie Newton,34.0,,2022-08-16,Finance,,On Leave,Normal,,Struggles with deadlines
8448,William Ball,32.0,90640.91,2021-12-21,Marketing,,Active,Normal,Valid,
8048,Terry Salazar,26.0,,2020-09-02,Finance,2.11,Active,Normal,Invalid,
3202,Erica Michael,50.0,,2024-09-12,Marketing,,On Leave,Normal,,Great performer
199,Isabel Roberts,,,2015-06-14,Finance,,Inactive,,,Needs improvement in time management
6307,Nicole Hammond,,,2021-05-22,HR,,Inactive,,Valid,Great performer
4088,Andrew Caldwell,,,2020-10-17,Finance,,On Leave,,,Great performer
549,Fred Ramos,25.0,,2017-04-07,Finance,,On Leave,Normal,Valid,Great performer
7657,Joanna West,,116929.88,2016-01-30,Marketing,3.99,Inactive,,Invalid,Struggles with deadlines
5045,Deborah Bryant,,112320.38,2024-03-30,Sales,,Active,,,Needs improvement in time management
5267,Anne Cooper,42.0,5000.0,2021-12-14,Sales,2.7,Inactive,Normal,Invalid,Struggles with deadlines
2533,Tiffany Johnson,,119360.0,2018-05-27,IT,,Inactive,,Invalid,Exceeds expectations
2315,Michelle Mccormick MD,,48618.55,2015-02-03,IT,1.78,Active,Normal,,Exceeds expectations
7380,Jonathan Pierce,46.0,75840.67,2024-09-12,Marketing,4.63,Active,Normal,Invalid,
4416,Dr. Ernest Evans Jr.,28.0,,2019-08-13,Finance,,Inactive,Normal,Valid,Struggles with deadlines
67,Daniel Brown,30.0,,2015-05-20,Finance,4.46,Active,Normal,,
3261,Stacy Barnes,,32077.41,2021-04-03,IT,,On Leave,,,Needs improvement in time management
2573,Maria Graham,,116656.91,2020-12-31,Sales,,Active,,Valid,Needs improvement in time management
6309,Stacey Drake,43.0,,2022-12-10,IT,1.93,Inactive,Normal,Valid,Exceeds expectations
7143,Ashley Lewis,22.0,,2017-06-04,Finance,,Active,Normal,,
623,Richard Davis,29.0,,2021-11-10,Marketing,,On Leave,Normal,Invalid,Exceeds expectations
1682,Karen Campbell,45.0,,2024-12-01,HR,,On Leave,Normal,,Exceeds expectations
788,Thomas Novak,66.0,102074.54,2016-04-06,Marketing,4.71,Active,Outlier,Valid,Exceeds expectations
3333,Aaron Rivera,80.0,36850.26,08-06-2023 23:42:28,HR,,Active,Normal,,Needs improvement in time management
5508,Luis Hall,51.0,,2015-07-01,Marketing,4.73,Inactive,Normal,Valid,Struggles with deadlines
6587,Sarah Guzman,80.0,126994.33,2017-02-17,Marketing,1.15,Active,Outlier,Invalid,Exceeds expectations
3281,Mary Dorsey,52.0,149072.98,2023-11-10,Sales,3.38,Inactive,Normal,Invalid,
8747,Thomas Case,23.0,,2018-11-06,Marketing,1.04,On Leave,Normal,,
6192,Richard Perry,,145217.42,2017-10-28,Marketing,,Inactive,,,Struggles with deadlines
5502,Nicholas Gray,,,2019-02-25,Finance,3.89,Active,,Invalid,Struggles with deadlines
9084,Paula Baker,34.0,,2020-10-03,Marketing,,Active,Normal,Valid,Needs improvement in time management
